common_law,n,firms,mean_pb_w,median_pb_w,mean_roa_w,median_roa_w
0,15679,5706,1.2158757224442316,0.433338920519518,0.011847020441145918,0.0318888186986734
1,7192,2809,0.09268245893157795,0.008789504390968005,-0.13496681249935166,-0.016320372931947574
