N,firms,years,pb_mean,pb_median,roa_mean,roa_median,pb_w_mean,roa_w_mean,commonlaw_share
22871,8515,"2022, 2023, 2024",1.2494476378690342,0.21418759014201644,-0.0446687393082406,0.024880586830433298,0.8626770887516514,-0.03431996335965234,0.314459359013599
