gvkey,fyear,fic,sic,at,seq,price,shares,profit,roa,mktcap,pb,roa_w,pb_w,common_law,sic2
102740,2022,JPN,8000,64679,38124,940,30.033,2702,0.041775537655189474,28231.02,0.740505193578848,0.041775537655189474,0.740505193578848,0,80
102744,2022,JPN,7812,534097,409308,5080,27.64,33430,0.06259162661464115,140411.2,0.34304533505330953,0.06259162661464115,0.34304533505330953,0,78
102746,2022,JPN,3672,114570,56849,460,6.891,1588,0.013860521951645282,3169.86,0.05575929215993246,0.013860521951645282,0.05575929215993246,0,36
102747,2022,JPN,3531,356693,167228,917,7.947,2210,0.006195804235014424,7287.399,0.0435776245604803,0.006195804235014424,0.0435776245604803,0,35
102749,2022,JPN,3550,33578,3048,597,3.712,-2567,-0.0764488653284889,2216.0640000000003,0.7270551181102364,-0.0764488653284889,0.7270551181102364,0,35
102753,2022,JPN,4731,481661,269286,4830,10.015,24959,0.05181860271020489,48372.450000000004,0.17963224972705602,0.05181860271020489,0.17963224972705602,0,47
102760,2022,JPN,4100,150568,48236,3245,4.786,1149,0.007631103554540141,15530.569999999998,0.32197051994361053,0.007631103554540141,0.32197051994361053,0,41
102761,2022,JPN,4400,258679,93286,3595,10.081,15617,0.06037212143235438,36241.195,0.3884955405955878,0.06037212143235438,0.3884955405955878,0,44
102764,2022,JPN,3600,127321,62608,1474,10.759,8098,0.06360301914059739,15858.766,0.25330254919499107,0.06360301914059739,0.25330254919499107,0,36
102769,2022,JPN,3500,116742,88796,1950,4.73,7619,0.06526357266450807,9223.5,0.10387292220370287,0.06526357266450807,0.10387292220370287,0,35
102771,2022,JPN,3590,123728,88574,2245,8.434,4318,0.03489913358334411,18934.329999999998,0.21376848736649579,0.03489913358334411,0.21376848736649579,0,35
102773,2022,JPN,3050,266907,172360,2362,7.7,21398,0.08017024656528304,18187.4,0.10551984219076353,0.08017024656528304,0.10551984219076353,0,30
102774,2022,JPN,3312,148787,96860,810,23.078,10227,0.06873584385732624,18693.18,0.1929917406566178,0.06873584385732624,0.1929917406566178,0,33
102778,2022,JPN,1700,313391,142471,1783,6.86,12227,0.03901515997587678,12231.380000000001,0.08585171719156882,0.03901515997587678,0.08585171719156882,0,17
102782,2022,JPN,5411,278729,150022,1125,98.283,1336,0.0047931862131317515,110568.375,0.7370144045539987,0.0047931862131317515,0.7370144045539987,0,54
102783,2022,JPN,3357,156650,67505,1791,10.763,9410,0.06007022023619534,19276.533,0.28555711428783054,0.06007022023619534,0.28555711428783054,0,33
102784,2022,JPN,3530,230098,127933,2997,6.229,8433,0.03664960147415449,18668.313000000002,0.14592257666122113,0.03664960147415449,0.14592257666122113,0,35
102786,2022,JPN,1600,226928,88630,2373,5.27,4835,0.021306317422266092,12505.71,0.14110019180864267,0.021306317422266092,0.14110019180864267,0,16
102787,2022,JPN,9997,935420,271086,1391,49.596,15817,0.016908982061533857,68988.036,0.25448763860914986,0.016908982061533857,0.25448763860914986,0,99
102791,2022,JPN,5160,762688,367675,2002,23.275,23625,0.030975969203658638,46596.549999999996,0.1267329842931937,0.030975969203658638,0.1267329842931937,0,51
102794,2022,JPN,1520,45625,21537,1158,7.922,1321,0.028953424657534248,9173.676,0.4259495751497423,0.028953424657534248,0.4259495751497423,0,15
102810,2022,JPN,3490,152569,89962,789,13.38,8549,0.05603366345718986,10556.82,0.11734754674195771,0.05603366345718986,0.11734754674195771,0,34
102812,2022,JPN,3312,69773,46091,1424,13.398,3657,0.052412824444985885,19078.752,0.4139366036753379,0.052412824444985885,0.4139366036753379,0,33
102826,2022,JPN,3612,106322,53785,1789,9.724,2919,0.027454336825868588,17396.236,0.3234402900436925,0.027454336825868588,0.3234402900436925,0,36
102829,2022,JPN,3541,228852,164660,1817,6.742,16534,0.07224756611259679,12250.214,0.07439702417101907,0.07224756611259679,0.07439702417101907,0,35
102831,2022,JPN,2800,85025,34347,1941,5.954,-407,-0.004786827403704793,11556.714,0.33646938597257403,-0.004786827403704793,0.33646938597257403,0,28
102832,2022,JPN,1311,109823,84276,2041,3.958,4766,0.04339710261056427,8078.278,0.09585502396886421,0.04339710261056427,0.09585502396886421,0,13
102833,2022,JPN,3080,86256,60613,2801,7.391,9425,0.10926776108328697,20702.191,0.34154704436342037,0.10926776108328697,0.34154704436342037,0,30
102837,2022,JPN,3630,547114,364152,9830,3.405,26096,0.0476975548057626,33471.15,0.0919153265669281,0.0476975548057626,0.0919153265669281,0,36
102839,2022,JPN,2834,237451,195626,7480,6.891,22812,0.09607034714530577,51544.68,0.2634858352161778,0.09607034714530577,0.2634858352161778,0,28
102841,2022,JPN,3559,209032,145360,4270,19.39,23630,0.11304489264801562,82795.3,0.5695879196477711,0.11304489264801562,0.5695879196477711,0,35
102843,2022,JPN,2870,136652,70916,724,11.901,4488,0.03284254895647338,8616.324,0.12150042303570423,0.03284254895647338,0.12150042303570423,0,28
102844,2022,JPN,3630,216974,115353,1444,11.062,4800,0.02212246628628315,15973.527999999998,0.1384751848673203,0.02212246628628315,0.1384751848673203,0,36
102849,2022,JPN,3728,459293,248697,3365,18.458,9464,0.020605582928544523,62111.17,0.24974635801798975,0.020605582928544523,0.24974635801798975,0,37
102851,2022,JPN,3950,130801,103089,1432,5.251,6951,0.053141795552021774,7519.432000000001,0.07294116734084141,0.053141795552021774,0.07294116734084141,0,39
102852,2022,JPN,3845,216728,167604,3205,5.685,17110,0.07894688272858144,18220.425,0.10871115844490585,0.07894688272858144,0.10871115844490585,0,38
102854,2022,JPN,3050,118971,77657,956,7.408,5722,0.04809575442754957,7082.048000000001,0.09119651802155634,0.04809575442754957,0.09119651802155634,0,30
102857,2022,JPN,4210,177443,114165,3035,4.181,8931,0.05033165579932711,12689.335000000001,0.11114908246835721,0.05033165579932711,0.11114908246835721,0,42
102859,2022,JPN,2300,11353,5784,260,7.356,-1552,-0.13670395490178808,1912.56,0.33066390041493776,-0.13670395490178808,0.33066390041493776,0,23
102860,2022,JPN,3640,125915,54335,363,5.515,4423,0.03512687130206885,2001.945,0.03684448329805834,0.03512687130206885,0.03684448329805834,0,36
102862,2022,JPN,3531,1627003,659992,2959,21.382,70175,0.043131450894681816,63269.338,0.09586379531873114,0.043131450894681816,0.09586379531873114,0,35
102864,2022,JPN,3272,54979,37900,645,2.998,1642,0.02986594881682097,1933.71,0.05102137203166227,0.02986594881682097,0.05102137203166227,0,32
102866,2022,JPN,3841,74407,38531,505,8.182,281,0.0037765264020858252,4131.91,0.10723599179881134,0.0037765264020858252,0.10723599179881134,0,38
102867,2022,JPN,2851,112747,58177,954,4.03,3848,0.034129511206506605,3844.6200000000003,0.06608487890403425,0.034129511206506605,0.06608487890403425,0,28
102875,2022,JPN,5311,63888,22064,1029,11.504,4383,0.06860443275732532,11837.616,0.53651269035533,0.06860443275732532,0.53651269035533,0,53
102876,2022,JPN,3751,73029,26888,739,4.12,-257,-0.0035191499267414315,3044.6800000000003,0.11323564415352574,-0.0035191499267414315,0.11323564415352574,0,37
102877,2022,JPN,2860,192765,112058,1710,4.135,2007,0.010411641117422769,7070.8499999999995,0.06309991254528904,0.010411641117422769,0.06309991254528904,0,28
102878,2022,JPN,3540,16387,7498,822,1.841,362,0.022090681637883688,1513.302,0.20182742064550546,0.022090681637883688,0.20182742064550546,0,35
102879,2022,JPN,2200,21385,15995,242,15.282,452,0.021136310498012626,3698.244,0.23121250390747108,0.021136310498012626,0.23121250390747108,0,22
102881,2022,JPN,3931,70818,38262,2601,5.165,3672,0.05185122426501737,13434.165,0.3511098478908578,0.05185122426501737,0.3511098478908578,0,39
102884,2022,JPN,2070,178621,93851,1517,31.25,986,0.005520067629226127,47406.25,0.5051224813800599,0.005520067629226127,0.5051224813800599,0,20
102885,2022,JPN,3443,20451,11563,2215,1.638,717,0.03505941029778495,3628.1699999999996,0.31377410706564035,0.03505941029778495,0.31377410706564035,0,34
102886,2022,JPN,2200,26643,19496,1315,2.888,833,0.031265247907517925,3797.72,0.19479482970865816,0.031265247907517925,0.19479482970865816,0,22
102889,2022,JPN,3500,185626,119731,1879,14.388,14788,0.07966556409123722,27035.052,0.22579826444279258,0.07966556409123722,0.22579826444279258,0,35
102893,2022,JPN,3089,359150,223551,3100,3.714,21170,0.0589447306139496,11513.4,0.0515023417475207,0.0589447306139496,0.0515023417475207,0,30
102895,2022,JPN,3442,442274,240914,1221,12.898,33084,0.07480430683241611,15748.457999999999,0.06536962567555227,0.07480430683241611,0.06536962567555227,0,34
102899,2022,JPN,3523,34459,17622,1519,5.189,1158,0.03360515395107229,7882.091,0.44728697083191465,0.03360515395107229,0.44728697083191465,0,35
102903,2022,AUS,2911,13331.2,3632,28.28,29.421,727.5,0.05457123139702352,832.02588,0.2290820154185022,0.05457123139702352,0.2290820154185022,1,29
102909,2022,JPN,3320,32458,11818,894,2.333,466,0.014357015219668494,2085.702,0.17648519207987817,0.014357015219668494,0.17648519207987817,0,33
102912,2022,JPN,1600,122925,84505,1893,8.309,9489,0.0771934106162294,15728.936999999998,0.1861302526477723,0.0771934106162294,0.1861302526477723,0,16
102913,2022,JPN,3590,68843,36160,1220,8.65,1808,0.026262655607687056,10553,0.29184181415929206,0.026262655607687056,0.29184181415929206,0,35
102916,2022,JPN,2950,91474,72471,1259,5.527,6284,0.06869711612042766,6958.493,0.09601762084144003,0.06869711612042766,0.09601762084144003,0,29
102917,2022,JPN,3590,40797,21450,1798,4.288,1368,0.03353187734392235,7709.8240000000005,0.3594323543123543,0.03353187734392235,0.3594323543123543,0,35
102922,2022,JPN,2810,107506,68412,640,4.8,3941,0.03665841906498242,3072,0.044904402736362044,0.03665841906498242,0.044904402736362044,0,28
102923,2022,JPN,3743,55488,27294,1044,4.541,1183,0.021319925028835063,4740.804,0.1736939986810288,0.021319925028835063,0.1736939986810288,0,37
102933,2022,JPN,5411,119391,73772,2858,33.308,6169,0.0516705614326038,95194.264,1.290384753022827,0.0516705614326038,1.290384753022827,0,54
102949,2022,JPN,7948,124647,80288,3785,25.959,9386,0.07530064903286882,98254.815,1.2237795810083698,0.07530064903286882,1.2237795810083698,0,79
102950,2022,JPN,2082,4830344,2060735,4119,139.315,151555,0.0313756121717211,573838.485,0.27846301683622593,0.0313756121717211,0.27846301683622593,0,20
102958,2022,JPN,2070,58669,24523,945,16.645,-268,-0.004568000136358213,15729.525,0.6414192798597235,-0.004568000136358213,0.6414192798597235,0,20
102960,2022,JPN,9997,138114,69905,1736,10.41,2817,0.020396194448064644,18071.760000000002,0.2585188470066519,0.020396194448064644,0.2585188470066519,0,99
103003,2022,JPN,2800,298715,218420,5780,10.592,41087,0.13754582126776357,61221.76,0.2802937459939566,0.13754582126776357,0.2802937459939566,0,28
103015,2022,JPN,5031,156722,48003,1366,4.03,3780,0.024119140899171783,5504.9800000000005,0.11467991583859342,0.024119140899171783,0.11467991583859342,0,50
103038,2022,JPN,9997,685795,195119,2471,13.628,18368,0.02678351402387011,33674.788,0.1725858988617203,0.02678351402387011,0.1725858988617203,0,99
103039,2022,JPN,3555,165523,106966,806,5.654,5716,0.034532965207252166,4557.124,0.042603481480096475,0.034532965207252166,0.042603481480096475,0,35
103040,2022,JPN,1220,140202,54277,85,30.798,-1075,-0.007667508309439238,2617.83,0.04823092654347145,-0.007667508309439238,0.04823092654347145,0,12
103041,2022,JPN,8711,52899,30325,2053,9.075,3043,0.0575247169133632,18630.975,0.6143767518549051,0.0575247169133632,0.6143767518549051,0,87
103042,2022,JPN,5084,288888,122929,1003,5.217,12527,0.043362825731771484,5232.651,0.0425664489258027,0.043362825731771484,0.0425664489258027,0,50
103043,2022,JPN,2000,457333,224444,2877,19.097,21568,0.047160384227685294,54942.069,0.24479188127105203,0.047160384227685294,0.24479188127105203,0,20
103044,2022,JPN,3250,163340,73529,5060,4.065,8282,0.05070405289580017,20568.9,0.27973860653619664,0.05070405289580017,0.27973860653619664,0,32
103049,2022,JPN,2200,61368,42920,3220,4.227,3399,0.055387172467735626,13610.94,0.31712348555452,0.055387172467735626,0.31712348555452,0,22
103050,2022,JPN,2200,163384,106632,974,23.149,7283,0.04457596827106693,22547.126,0.2114480268587291,0.04457596827106693,0.2114480268587291,0,22
103053,2022,JPN,3674,1123283,914914,9530,30.92,80375,0.07155365121701299,294667.60000000003,0.3220713640844932,0.07155365121701299,0.3220713640844932,0,36
103076,2022,JPN,5065,37409,15276,1634,2.467,432,0.011548023202972546,4031.078,0.2638830845771144,0.011548023202972546,0.2638830845771144,0,50
103077,2022,JPN,3060,127176,75996,3705,4.19,4893,0.03847424042272127,15523.95,0.20427325122374862,0.03847424042272127,0.20427325122374862,0,30
103079,2022,JPN,1600,63051,35509,3590,3.152,3077,0.04880176365164708,11315.68,0.318670759525754,0.04880176365164708,0.318670759525754,0,16
103088,2022,JPN,3714,865300,448415,2053,12.375,16004,0.018495319542355254,25405.875,0.05665705875137986,0.018495319542355254,0.05665705875137986,0,37
103130,2022,SGP,1500,460.199,207.517,0.37,4.583,-10.828,-0.023528951605718395,1.69571,0.008171426919240351,-0.023528951605718395,0.008171426919240351,1,15
103148,2022,GBR,4931,3696.218,1397.996,1.225,0.001,105.441,0.02852672650801441,0.0012250000000000002,8.762542954343217e-7,0.02852672650801441,7.351888091412304e-5,1,49
103188,2022,JPN,2810,72897,42241,1744,7.538,855,0.011728877731593894,13146.272,0.3112206623896215,0.011728877731593894,0.3112206623896215,0,28
103228,2022,JPN,3829,2650429,2491634,51420,20.417,362963,0.13694500022449196,1049842.1400000001,0.42134685110252956,0.13694500022449196,0.42134685110252956,0,38
103297,2022,JPN,1600,194456,114301,1877,7.643,11243,0.05781770683342247,14345.911,0.12550993429628787,0.05781770683342247,0.12550993429628787,0,16
103303,2022,JPN,2300,20433,4790,81,13.204,69,0.003376890324475114,1069.5240000000001,0.22328267223382048,0.003376890324475114,0.22328267223382048,0,23
103345,2022,JPN,2810,500068,260951,2164,6.434,16778,0.03355143700456738,13923.176,0.0533555188521983,0.03355143700456738,0.0533555188521983,0,28
103366,2022,JPN,8700,70977,27200,1359,7.41,4099,0.057751102469814165,10070.19,0.37022757352941177,0.057751102469814165,0.37022757352941177,0,87
103529,2022,MYS,2400,754.177,465.437,0.19,7.058,33.311,0.04416867658387885,1.3410199999999999,0.0028812062642205065,0.04416867658387885,0.0028812062642205065,1,24
103608,2022,MYS,2070,298.61,267.947,0.4,3.987,-3.614,-0.012102742707879843,1.5948000000000002,0.005951923328120861,-0.012102742707879843,0.005951923328120861,1,20
104856,2022,JPN,3250,11114,8021,221,4.601,-370,-0.03329134425049487,1016.821,0.12676985413290115,-0.03329134425049487,0.12676985413290115,0,32
103609,2022,MYS,5065,212.144,205.861,1.04,5.427,24.101,0.11360679538426728,5.64408,0.027416946386153763,0.11360679538426728,0.027416946386153763,1,50
103609,2022,MYS,5065,232.664,226.401,1.04,5.3,20.54,0.08828181411821338,5.512,0.02434618221650964,0.08828181411821338,0.02434618221650964,1,50
103618,2022,MYS,9997,26056.753,12540.755,1.62,23.993,676.845,0.02597579982432961,38.86866,0.0030993875568097774,0.02597579982432961,0.0030993875568097774,1,99
103636,2022,MYS,3711,10402.99,6957.34,6.79,7.151,498.395,0.04790882236741552,48.55529,0.00697900203238594,0.04790882236741552,0.00697900203238594,1,37
103638,2022,MYS,3260,366.164,299.331,0.18,1.531,3.952,0.010792978009853509,0.27558,9.206530563155837e-4,0.010792978009853509,9.206530563155837e-4,1,32
103697,2022,MYS,3317,888.98,410.02,0.27,9.53,35.031,0.03940583590182006,2.5731,0.006275547534266622,0.03940583590182006,0.006275547534266622,1,33
103700,2022,MYS,2082,1058.19,147.655,22.88,15.065,317.046,0.2996116009412298,344.68719999999996,2.334409264840337,0.21672848031447423,2.334409264840337,1,20
103717,2022,SGP,2000,664.759,497.708,0.83,6.297,25.748,0.03873283400450389,5.226509999999999,0.010501157305086514,0.03873283400450389,0.010501157305086514,1,20
103720,2022,SGP,7011,1142.261,886.969,0.36,6.53,152.443,0.13345723963262338,2.3508,0.0026503744775747515,0.13345723963262338,0.0026503744775747515,1,70
103725,2022,SGP,5311,197.909,108.277,3,0.988,1.349,0.006816264040543887,2.964,0.027374234601993036,0.006816264040543887,0.027374234601993036,1,53
103748,2022,SGP,9997,78.876,76.55,0.24,4.299,1.051,0.013324712206501343,1.03176,0.013478249510124102,0.013324712206501343,0.013478249510124102,1,99
103756,2022,MYS,2000,3554.011,626.316,140,6.824,620.334,0.17454476083501147,955.36,1.525364193154893,0.17454476083501147,1.525364193154893,1,20
103758,2022,SGP,1389,124.789,63.028,0.23,1.143,3.721,0.02981833334668921,0.26289,0.004171003363584439,0.02981833334668921,0.004171003363584439,1,13
103773,2022,SGP,3270,320.571,278.397,1.05,1.558,-1.614,-0.005034766089259478,1.6359000000000001,0.005876140906690805,-0.005034766089259478,0.005876140906690805,1,32
103819,2022,MYS,2600,2411.485,1293.759,1.9,5.088,-10.866,-0.004505937212962137,9.6672,0.007472179903676032,-0.004505937212962137,0.007472179903676032,1,26
103842,2022,SGP,2000,657.879,571.427,0.675,5.31,2.388,0.003629846825936076,3.58425,0.00627245474925056,0.003629846825936076,0.00627245474925056,1,20
103863,2022,MYS,9997,1662.61,1126.77,0.1,20.553,26.721,0.0160717185629823,2.0553000000000003,0.00182406347346841,0.0160717185629823,0.00182406347346841,1,99
103890,2022,MYS,1500,20510.595,10691.581,1.6,17.583,204.83,0.009986545977822682,28.1328,0.002631304013877835,0.009986545977822682,0.002631304013877835,1,15
103912,2022,MYS,2860,19167.8,10943.7,4.05,20.51,1725.3,0.09001032982397562,83.0655,0.007590257408371939,0.09001032982397562,0.007590257408371939,1,28
103950,2022,MYS,2086,1149.474,328.793,2.93,2.41,66.487,0.05784123868830439,7.061300000000001,0.021476430459285937,0.05784123868830439,0.021476430459285937,1,20
103956,2022,MYS,5810,215.71,42.029,0.025,23.547,-23.033,-0.10677761809837281,0.5886750000000001,0.014006400342620571,-0.10677761809837281,0.014006400342620571,1,58
104012,2022,MYS,3674,3118.857,2000.213,28.76,6.9,328.853,0.10544023018689219,198.44400000000002,0.0992114339822809,0.10544023018689219,0.0992114339822809,1,36
104129,2022,MYS,4812,23131.3,7936.5,5.4,39.78,1143.3,0.04942653460894978,214.812,0.027066339066339068,0.04942653460894978,0.027066339066339068,1,48
104857,2022,JPN,5000,72132,58024,1510,28.854,3659,0.05072644596018411,43569.54,0.7508882531366331,0.05072644596018411,0.7508882531366331,0,50
104199,2022,MYS,3674,4625.63,1854.899,0.51,41.508,549.587,0.11881343730475633,21.16908,0.011412524347686857,0.11881343730475633,0.011412524347686857,1,36
104207,2022,MYS,7011,2255.229,1821.126,0.195,11.248,-43.283,-0.019192286016187273,2.1933599999999998,0.0012043977187739892,-0.019192286016187273,0.0012043977187739892,1,70
104242,2022,MYS,2821,21.996,21.338,0.31,12.729,-1.508,-0.06855791962174941,3.9459899999999997,0.18492782828756207,-0.06855791962174941,0.18492782828756207,1,28
104288,2022,MYS,9997,20450.568,6070.72,0.3,69.582,51.77,0.0025314700305634546,20.874599999999997,0.0034385707131938214,0.0025314700305634546,0.0034385707131938214,1,99
104474,2022,MYS,4931,72342.784,12938.529,0.58,42.985,545.394,0.007539024210071871,24.931299999999997,0.0019269037461677441,0.007539024210071871,0.0019269037461677441,1,49
104566,2022,AUS,9998,9888.333,8448.387,27.66,59.844,-76.942,-0.007781089087513536,1655.28504,0.19592912114466346,-0.007781089087513536,0.19592912114466346,1,99
104599,2022,KOR,3711,2001907.294,1092903.123,8498.6104,43.17,-60133.542,-0.030038125231986894,366885.010968,0.3356976508227985,-0.030038125231986894,0.3356976508227985,0,37
104582,2022,KOR,3670,30257525.171,16485723.513,591000,233.919,1952148.536,0.06451778607032328,138246129,8.385809023849301,0.06451778607032328,8.385809023849301,0,36
104583,2022,KOR,1500,20911708,7686677,34900,185.19,408886,0.0195529700395587,6463131,0.8408225036644573,0.0195529700395587,0.8408225036644573,0,15
104584,2022,KOR,1600,16946616.697,4831632.535,21150,116.171,339273.697,0.020020143434297442,2457016.65,0.5085272177057231,0.020020143434297442,0.5085272177057231,0,16
104587,2022,KOR,2820,12018993.89,3930510.904,33900,33.332,72294.356,0.0060150089651139675,1129954.8,0.2874829322697129,0.0060150089651139675,0.2874829322697129,0,28
104588,2022,KOR,9997,15157301.979,2862825.081,73600,104.335,163327.792,0.010775518771499432,7679056,2.6823350301645625,0.010775518771499432,2.6823350301645625,0,99
104593,2022,KOR,3310,36800955.83,18713734.432,30600,177.284,1017588.713,0.027651149000061177,5424890.399999999,0.289888179171955,0.027651149000061177,0.289888179171955,0,33
104598,2022,KOR,3312,98406780.635,52512116.059,276500,313.381,3144086.509,0.03194989703668604,86649846.49999999,1.6500924549040175,0.03194989703668604,1.6500924549040175,0,33
104600,2022,KOR,2840,7651003.801,3356370.905,34900,56.276,62237.029,0.008134491972395245,1964032.4000000001,0.585165482478165,0.008134491972395245,0.585165482478165,0,28
104602,2022,KOR,3670,10997170.899,7538493.973,130500,302.741,1009738.691,0.09181804122838702,39507700.5,5.240794864531491,0.09181804122838702,5.240794864531491,0,36
104604,2022,KOR,3674,448424507,345186142,50500,5814.08,54730018,0.12204956942730162,293611040,0.8505875650129663,0.12204956942730162,0.8505875650129663,0,36
104605,2022,KOR,2800,13118486.308,5117785.073,204500,32.758,33862.991,0.0025813184695973232,6699011.000000001,1.3089668488311683,0.0025813184695973232,1.3089668488311683,0,28
104606,2022,KOR,3711,73710965,39337938,59300,620.73,5409429,0.07338703271623156,36809289,0.9357198386961716,0.07338703271623156,0.9357198386961716,0,37
104607,2022,KOR,3711,255742462,82349287,151000,1082.966,7364364,0.028796015891956184,163527865.99999997,1.985783629189163,0.028796015891956184,1.985783629189163,0,37
104608,2022,KOR,9997,29633677,25452355,78100,100.897,1382354,0.04664807543120619,7880055.7,0.3096002589937159,0.04664807543120619,0.3096002589937159,0,99
104611,2022,KOR,5500,9499259,2254394,3870,101.079,64108,0.006748736927796158,391175.73,0.17351702053855714,0.006748736927796158,0.17351702053855714,0,55
104612,2022,KOR,3270,983550.241,783595.692,1000,32.315,-41046.785,-0.041733287522014856,32314.999999999996,0.04123937935074813,-0.041733287522014856,0.04123937935074813,0,32
104613,2022,KOR,3241,3874346.066,1593140.947,5760,174.046,127780.123,0.032981081406577684,1002504.96,0.6292631934969656,0.032981081406577684,0.6292631934969656,0,32
104615,2022,KOR,3730,4748245.499,2134813.316,84500,59.977,-44581.125,-0.0093889679902585,5068056.5,2.3740045380155386,-0.0093889679902585,2.3740045380155386,0,37
104618,2022,KOR,1600,1691163.707,543773.149,7000,34.24,21193.081,0.012531655517605073,239680,0.4407720396653863,0.012531655517605073,0.4407720396653863,0,16
104623,2022,KOR,4512,28997701.022,8994190.665,22950,832.009,1728363.138,0.059603453966530794,19094606.55,2.122993303255708,0.059603453966530794,2.122993303255708,0,45
104626,2022,KOR,5000,7719007.334,2261186.289,33950,33.943,515223.866,0.06674742537561631,1152364.8499999999,0.5096284439747016,0.06674742537561631,0.5096284439747016,0,50
104627,2022,KOR,2821,23831697.413,8920570.992,43000,238.881,359146.279,0.015070109055853008,10271883,1.1514826807848804,0.015070109055853008,1.1514826807848804,0,28
104632,2022,KOR,3312,6451247.797,3144196.726,11150,107.33,413042.413,0.06402519729471182,1196729.5,0.3806153381256336,0.06402519729471182,0.3806153381256336,0,33
104814,2022,MYS,4911,205922.3,58517.1,9.63,117.321,3463.3,0.016818479591574106,1129.80123,0.01930719789599963,0.016818479591574106,0.01930719789599963,1,49
104854,2022,JPN,3842,1049218,618883,5068,28.277,67608,0.06443656132471993,143307.836,0.2315588503804435,0.06443656132471993,0.2315588503804435,0,38
104858,2022,JPN,3751,826413,740109,20920,7.296,128178,0.1551016259424767,152632.32,0.20622951484173277,0.1551016259424767,0.20622951484173277,0,37
104860,2022,GBR,3089,269.675,173.258,1.88,2.02,40.328,0.1495429683878743,3.7975999999999996,0.021918756998233844,0.1495429683878743,0.021918756998233844,1,30
104865,2022,JPN,2800,47552,23126,1855,7.005,3232,0.06796769851951548,12994.275,0.5618902966358211,0.06796769851951548,0.5618902966358211,0,28
104871,2022,JPN,3250,143901,68116,3880,4.217,8307,0.057727187441365936,16361.96,0.24020729344060132,0.057727187441365936,0.24020729344060132,0,32
104872,2022,JPN,2800,61838,31233,1260,8.384,332,0.005368867039684337,10563.84,0.3382268754202286,0.005368867039684337,0.3382268754202286,0,28
104873,2022,JPN,3330,142999,50519,2045,12.707,794,0.005552486381023644,25985.815000000002,0.5143770660543558,0.005552486381023644,0.5143770660543558,0,33
104880,2022,JPN,3341,2947,2631,25,21.163,-105,-0.035629453681710214,529.075,0.20109274040288866,-0.035629453681710214,0.20109274040288866,0,33
201954,2022,JPN,3842,20568,11819,1687,2.449,833,0.040499805523142744,4131.463,0.3495611303832811,0.040499805523142744,0.3495611303832811,0,38
104887,2022,JPN,5600,336244,166442,918,22.496,4278,0.012722903605714897,20651.327999999998,0.1240752213984451,0.012722903605714897,0.1240752213984451,0,56
104889,2022,JPN,3690,63278,33708,1088,8.62,797,0.012595214766585544,9378.56,0.2782295004153317,0.012595214766585544,0.2782295004153317,0,36
104890,2022,JPN,2300,133562,99638,3230,4.863,10550,0.07898953295098905,15707.490000000002,0.1576455769886991,0.07898953295098905,0.1576455769886991,0,23
104891,2022,JPN,5331,446955,150286,6530,7.706,-3901,-0.00872794800371402,50320.18,0.3348294584991283,-0.00872794800371402,0.3348294584991283,0,53
104893,2022,JPN,4011,935113,261122,2851,46.627,14623,0.015637682290803357,132933.57700000002,0.5090860861972565,0.015637682290803357,0.5090860861972565,0,40
221167,2022,JPN,3541,8773,4516,1383,0.742,314,0.035791633420722675,1026.186,0.22723339238263948,0.035791633420722675,0.22723339238263948,0,35
104940,2022,JPN,9997,774849,268372,3450,43.428,17621,0.022741205060598905,149826.59999999998,0.5582795522632763,0.022741205060598905,0.5582795522632763,0,99
200245,2022,JPN,1700,78941,35380,2061,1.963,2480,0.03141586754664876,4045.743,0.11435113058224985,0.03141586754664876,0.11435113058224985,0,17
105082,2022,JPN,2670,304881,226436,2147,8.904,11512,0.03775899449293331,19116.888,0.08442512674663039,0.03775899449293331,0.08442512674663039,0,26
105117,2022,AUS,4833,1384.336,263.691,0.395,15.559,211.052,0.15245720692086315,6.145805,0.023306843995434052,0.15245720692086315,0.023306843995434052,1,48
105130,2022,JPN,100,160715,137680,4375,31.753,9489,0.05904240425598108,138919.375,1.00900185212086,0.05904240425598108,1.00900185212086,0,1
105148,2022,JPN,4731,912109,110704,8890,0.004,25516,0.027974726704812693,35.56,3.212169388639977e-4,0.027974726704812693,3.212169388639977e-4,0,47
105150,2022,JPN,3500,86046,53759,2683,7.646,4007,0.046568114729330826,20514.218,0.3815959746275042,0.046568114729330826,0.3815959746275042,0,35
105153,2022,JPN,5065,88409,44726,2342,19.498,3056,0.034566616520942436,45664.316000000006,1.0209792067253947,0.034566616520942436,1.0209792067253947,0,50
105420,2022,AUS,1000,94.599,94.337,0.57,12.725,-0.176,-0.0018604847831372423,7.2532499999999995,0.07688658744713102,-0.0018604847831372423,0.07688658744713102,1,10
106438,2022,AUS,1311,35.47,33.686,0.75,4.109,-5.188,-0.14626444882999717,3.08175,0.09148459300599655,-0.14626444882999717,0.09148459300599655,1,13
114657,2022,KOR,2621,723295.784,568041.347,3270,17.23,48052.715,0.06643577366683504,56342.1,0.09918661783611327,0.06643577366683504,0.09918661783611327,0,26
117116,2022,AUS,2834,34.959,18.638,0.092,3.365,-24.648,-0.7050544924053891,0.30958,0.01661015130378796,-0.7050544924053891,0.01661015130378796,1,28
122537,2022,JPN,7370,246193,118117,2450,6.965,18838,0.07651720398224157,17064.25,0.14446904340611427,0.07651720398224157,0.14446904340611427,0,73
