"costat","curcd","datafmt","indfmt","consol","gvkey","fyear","conm","sic","at","seq","ni","csho","prcc_f","ROA","MarketCap","PB","ROA_w","PB_w"
"A","USD","STD","INDL","C",9667,2023,"SHERWIN-WILLIAMS CO",2851,22954.4,3715.8,2388.8,254.543,311.9,0.104067194089151,79391.9617,21.366048145756,0.104067194089151,21.366048145756
"A","USD","STD","INDL","C",9698,2023,"SIFCO INDUSTRIES",3724,95.993,34.335,-8.692,6.105,3.67,-0.0905482691446251,22.40535,0.652551332459589,-0.0905482691446251,0.652551332459589
"A","USD","STD","INDL","C",9728,2023,"MCEWEN INC",1040,657.239,502.42,55.299,49.44,7.21,0.0841383423686056,356.4624,0.709490864217189,0.0841383423686056,0.709490864217189
"A","USD","STD","INDL","C",9771,2023,"SMITH (A.O.)",3630,3213.9,1844.4,556.6,147.195,82.44,0.173185226671645,12134.7558,6.57924300585556,0.173185226671645,6.57924300585556
"A","USD","STD","INDL","C",9777,2023,"SMUCKER (JM) CO",2033,20273.7,7693.9,744,106.194,114.85,0.0366977907338078,12196.3809,1.58520138031428,0.0366977907338078,1.58520138031428
"A","USD","STD","INDL","C",9778,2023,"SNAP-ON INC",3420,7544.9,5071.3,1011.1,52.694,288.84,0.134011053824438,15220.13496,3.0012294599018,0.134011053824438,3.0012294599018
"A","USD","STD","INDL","C",9799,2023,"SOLITRON DEVICES INC",3674,24.74,17.068,5.801,2.083,18.7,0.23447857720291,38.9521,2.28217131474104,0.23447857720291,2.28217131474104
"A","USD","STD","INDL","C",9815,2023,"SONOCO PRODUCTS CO",2650,7191.957,2424.34,474.959,97.957,55.87,0.0660403002965674,5472.85759,2.25746289299356,0.0660403002965674,2.25746289299356
"A","USD","STD","INDL","C",9818,2023,"SONY GROUP CORPORATION",3600,225500.647,50162.393,6416.914,1221.449,85.74,0.0284562997284881,104727.03726,2.08775999302904,0.0284562997284881,2.08775999302904
"A","USD","STD","INDL","C",9846,2023,"EDISON INTERNATIONAL",4911,81758,17944,1407,383.925,71.49,0.0172093250813376,27446.79825,1.5295808208872,0.0172093250813376,1.5295808208872
"A","USD","STD","INDL","C",9849,2023,"AMERICAN STATES WATER CO",4941,2246.122,776.109,124.921,36.981,80.42,0.0556163022311344,2974.01202,3.83195146558022,0.0556163022311344,3.83195146558022
"A","USD","STD","INDL","C",9850,2023,"SOUTHERN CO",4911,139331,31444,3976,1091,70.12,0.028536363049142,76500.92,2.43292583640758,0.028536363049142,2.43292583640758
"A","USD","STD","INDL","C",9882,2023,"SOUTHWEST AIRLINES",4512,36487,10515,465,596.513,28.88,0.0127442650807137,17227.29544,1.63835429767,0.0127442650807137,1.63835429767
"A","USD","STD","INDL","C",9890,2023,"SOUTHWEST GAS HOLDINGS INC",4923,11869.896,3310.036,150.889,71.564,63.35,0.0127119058161925,4533.5794,1.36964655369307,0.0127119058161925,1.36964655369307
"A","USD","STD","INDL","C",9899,2023,"AT&T INC",4812,407060,103297,14400,7150.064,16.78,0.0353756203016754,119978.07392,1.16148652835997,0.0353756203016754,1.16148652835997
"I","USD","STD","INDL","C",9904,2023,"SOUTHWESTERN ENERGY CO",1311,11991,5888,1557,1101.463,6.55,0.129847385539154,7214.58265,1.22530275985054,0.129847385539154,1.22530275985054
"A","USD","STD","INDL","C",9919,2023,"AEBI SCHMIDT HOLDING AG",3537,530.049,252.166,6.496,34.303,12.22,0.0122554707206315,419.18266,1.66232822823061,0.0122554707206315,1.66232822823061
"A","USD","STD","INDL","C",9969,2023,"STAAR SURGICAL CO",3851,488.692,385.954,21.347,48.839,31.21,0.0436819100783315,1524.26519,3.94934419645865,0.0436819100783315,3.94934419645865
"A","USD","STD","INDL","C",10000,2023,"STANDARD MOTOR PRODS",3690,1293.047,635.064,34.148,21.917,39.81,0.0264089395049059,872.51577,1.37390211065341,0.0264089395049059,1.37390211065341
"A","USD","STD","INDL","C",10008,2023,"STANDEX INTERNATIONAL CORP",3670,1024.929,607.449,138.992,11.745,141.47,0.135611344785834,1661.56515,2.73531629815836,0.135611344785834,2.73531629815836
"A","USD","STD","INDL","C",10016,2023,"STANLEY BLACK & DECKER INC",3540,23663.8,9056.1,-310.5,153.62,98.1,-0.0131213076513493,15070.122,1.66408520223937,-0.0131213076513493,1.66408520223937
"I","USD","STD","INDL","C",10030,2023,"STARRETT (L.S.) CO  -CL A",3420,192.802,129.467,23.088,7.43,10.45,0.119749795126607,77.6435,0.599716530081024,0.119749795126607,0.599716530081024
"A","USD","STD","INDL","C",10056,2023,"STEPAN CO",2840,2363.354,1216.49,40.204,22.378,94.55,0.01701141682541,2115.8399,1.73929904890299,0.01701141682541,1.73929904890299
"A","USD","STD","INDL","C",10115,2023,"STRYKER CORP",3841,39912,18593,3165,380.1,299.46,0.0792994588093806,113824.746,6.12191394610875,0.0792994588093806,6.12191394610875
"A","USD","STD","INDL","C",10124,2023,"STURM RUGER & CO INC",3480,398.817,331.721,48.215,17.459,45.45,0.120895047101804,793.51155,2.3921052631579,0.120895047101804,2.3921052631579
"A","USD","STD","INDL","C",10195,2023,"SUPERIOR INDUSTRIES INTL",3714,1030.571,162.282,-92.887,28.091,3.2,-0.0901315872462936,89.8912,0.553919719993591,-0.0901315872462936,0.553919719993591
"A","USD","STD","INDL","C",10198,2023,"SUPERIOR GROUP OF COS INC",2300,422.45,197.638,8.772,16.565,13.5,0.0207645875251509,223.6275,1.13150052115484,0.0207645875251509,1.13150052115484
"I","USD","STD","INDL","C",10221,2023,"SILVERBOW RESOURCES INC",1311,2734.462,1189.328,297.716,25.43,29.08,0.108875530177417,739.5044,0.621783393647505,0.108875530177417,0.621783393647505
"A","USD","STD","INDL","C",10236,2023,"ASCENT INDUSTRIES CO",3317,163.295,107.41,-26.629,10.095,9.56,-0.16307296610429,96.5082,0.898502932687832,-0.16307296610429,0.898502932687832
"A","USD","STD","INDL","C",10247,2023,"SYSCO CORP",5140,22821.145,2008.622,1770.124,505.112,74.2,0.0775650827335789,37479.3104,18.6592153227437,0.0775650827335789,18.6592153227437
"A","USD","STD","INDL","C",10275,2023,"TDK CORPORATION",3670,22580.18,11287.974,824.364,379.391,48.842,0.0365083006424218,18530.215222,1.64158911262553,0.0365083006424218,1.64158911262553
"A","USD","STD","INDL","C",10349,2023,"TAYLOR DEVICES INC",3569,63.077,51.247,8.999,3.119,50.92,0.142666899186708,158.81948,3.09909809354694,0.142666899186708,3.09909809354694
"A","USD","STD","INDL","C",10353,2023,"TEAM INC",8734,565.744,45.596,-75.722,4.415,6.6,-0.133844989960123,29.139,0.639069216597947,-0.133844989960123,0.639069216597947
"I","USD","STD","INDL","C",10380,2023,"SUNLINK HEALTH SYSTEMS INC",5912,23.269,17.417,-1.795,7.032,0.91,-0.0771412609050668,6.39912,0.36740655681231,-0.0771412609050668,0.36740655681231
"A","USD","STD","INDL","C",10390,2023,"TEJON RANCH CO",100,577.523,467.732,3.265,26.771,17.2,0.00565345449445303,460.4612,0.984455200841508,0.00565345449445303,0.984455200841508
"A","USD","STD","INDL","C",10405,2023,"ATI INC -NEW",3350,4985.1,1373,410.8,126.879,45.47,0.0824055685944113,5769.18813,4.2018850182083,0.0824055685944113,4.2018850182083
"A","USD","STD","INDL","C",10407,2023,"TELEFLEX INC",3841,7532.546,4440.988,356.328,47.04,249.34,0.0473051210042395,11728.9536,2.64106851898722,0.0473051210042395,2.64106851898722
"A","USD","STD","INDL","C",10411,2023,"TELEPHONE & DATA SYSTEMS INC",4812,13921,5202,-500,113,18.35,-0.0359169599885066,2073.55,0.398606305267205,-0.0359169599885066,0.398606305267205
"A","USD","STD","INDL","C",10441,2023,"TENNANT CO",3580,1113.4,577,109.5,18.631,92.69,0.0983474043470451,1726.90739,2.99290708838822,0.0983474043470451,2.99290708838822
"A","USD","STD","INDL","C",10453,2023,"TERADYNE INC",3825,3486.824,2525.897,448.752,152.698,108.52,0.128699355057783,16570.78696,6.56035735423891,0.128699355057783,6.56035735423891
"A","USD","STD","INDL","C",10499,2023,"TEXAS INSTRUMENTS INC",3674,32348,16897,6510,909,170.46,0.20124891801657,154948.14,9.17015683257383,0.20124891801657,9.17015683257383
"A","USD","STD","INDL","C",10519,2023,"TEXTRON INC",3721,16856,6987,921,192.898,80.42,0.0546392975794969,15512.85716,2.22024576499213,0.0546392975794969,2.22024576499213
"A","USD","STD","INDL","C",10530,2023,"THERMO FISHER SCIENTIFIC INC",3826,98726,46735,5995,386.648,530.79,0.0607236189048478,205228.89192,4.39133180528512,0.0607236189048478,4.39133180528512
"A","USD","STD","INDL","C",10549,2023,"THOR INDUSTRIES INC",3716,7260.83,3976.015,374.271,53.314,115.49,0.0515465862718174,6157.23386,1.54859422311033,0.0515465862718174,1.54859422311033
"A","USD","STD","INDL","C",10565,2023,"TIDEWATER INC",4400,2062.774,1039.239,97.185,52.259,72.11,0.0471137410108912,3768.39649,3.62611150081935,0.0471137410108912,3.62611150081935
"A","USD","STD","INDL","C",10581,2023,"TIMKEN CO",3562,6541.7,2582.4,394.1,70.127,80.15,0.0602442790100433,5620.67905,2.17653308937423,0.0602442790100433,2.17653308937423
"A","USD","STD","INDL","C",10598,2023,"TOFUTTI BRANDS INC",2024,4.615,3.792,-0.366,5.154,0.75,-0.0793066088840737,3.8655,1.01938291139241,-0.0793066088840737,1.01938291139241
"A","USD","STD","INDL","C",10609,2023,"TOOTSIE ROLL INDUSTRIES INC",2060,1084.391,823.422,91.912,69.342,33.24,0.0847590951972121,2304.92808,2.7992063364836,0.0847590951972121,2.7992063364836
"A","USD","STD","INDL","C",10618,2023,"TORO CO",3523,3644.3,1510.9,329.7,103.843,80.84,0.0904700491178004,8394.66812,5.55607129525448,0.0904700491178004,5.55607129525448
"A","USD","STD","INDL","C",10685,2023,"TRANSCAT INC",8734,287.552,225.169,13.647,8.839,111.43,0.0474592421544625,984.92977,4.37418014913243,0.0474592421544625,4.37418014913243
"A","USD","STD","INDL","C",10735,2023,"TRINITY INDUSTRIES INC",3743,8906.5,1037.1,106,81.8,26.59,0.0119014203110088,2175.062,2.09725388101437,0.0119014203110088,2.09725388101437
"A","USD","STD","INDL","C",10740,2023,"TRIO-TECH INTERNATIONAL",3559,42.186,29.406,1.544,4.097,4.81,0.0365998198454464,19.70657,0.670154730327144,0.0365998198454464,0.670154730327144
"A","USD","STD","INDL","C",10777,2023,"TWIN DISC INC",3560,289.181,145.093,10.38,13.818,11.26,0.0358944743949291,155.59068,1.07235138841984,0.0358944743949291,1.07235138841984
"A","USD","STD","INDL","C",10789,2023,"TYLER TECHNOLOGIES INC",7373,4676.663,2937.995,165.919,42.289,418.12,0.0354780748580772,17681.87668,6.01834811835963,0.0354780748580772,6.01834811835963
"A","USD","STD","INDL","C",10793,2023,"TYSON FOODS INC  -CL A",2011,36251,18133,-648,356,50.49,-0.0178753689553392,17974.44,0.99125572161253,-0.0178753689553392,0.99125572161253
"A","USD","STD","INDL","C",10795,2023,"UNITED AIRLINES HOLDINGS INC",4512,71104,9324,2618,328.019,41.26,0.0368193069306931,13534.06394,1.45152980909481,0.0368193069306931,1.45152980909481
"A","USD","STD","INDL","C",10801,2023,"UGI CORP",4932,15401,4386,-1502,209.495,23,-0.0975261346665801,4818.385,1.09858299133607,-0.0975261346665801,1.09858299133607
"A","USD","STD","INDL","C",10839,2023,"UNIFI INC",2200,538.819,323.61,-46.344,18.082,8.07,-0.0860103299994989,145.92174,0.450918513024937,-0.0860103299994989,0.450918513024937
"A","USD","STD","INDL","C",10840,2023,"UNIFIRST CORP",2300,2569.975,2003.96,103.674,18.695,176.13,0.0403404702380373,3292.75035,1.64312179384818,0.0403404702380373,1.64312179384818
"A","USD","STD","INDL","C",10846,2023,"UNILEVER PLC",2840,83194.925,20008.962,7170.375,2500.416,48.48,0.0861876490663343,121220.16768,6.05829366260978,0.0861876490663343,6.05829366260978
"A","USD","STD","INDL","C",10860,2023,"AMEREN CORP",4931,40830,11478,1152,266.3,72.34,0.0282145481263777,19264.142,1.67835354591392,0.0282145481263777,1.67835354591392
"A","USD","STD","INDL","C",10867,2023,"UNION PACIFIC CORP",4011,67132,14788,6379,609.704,245.62,0.0950217481975809,149755.49648,10.1268255666757,0.0950217481975809,10.1268255666757
"A","USD","STD","INDL","C",10871,2023,"GENUFOOD ENERGY ENZYMES CORP",2834,0.202,0.054,-0.628,808.9,0.0011,-3.10891089108911,0.88979,16.4775925925926,-2.48423533763645,16.4775925925926
"A","USD","STD","INDL","C",10877,2023,"UNIT CORP",1381,322.72,254.126,248.939,9.76,43.18,0.771377664848785,421.4368,1.65837734037446,0.263684370578134,1.65837734037446
"A","USD","STD","INDL","C",10902,2023,"UNITED-GUARDIAN INC",2834,12.923,11.389,2.581,4.594,7.2,0.199721426913255,33.0768,2.90427605584336,0.199721426913255,2.90427605584336
"A","USD","STD","INDL","C",10920,2023,"UNITED PARCEL SERVICE INC",4210,70857,17306,6708,852.8,157.23,0.0946695457047292,134085.744,7.7479338957587,0.0946695457047292,7.7479338957587
"A","USD","STD","INDL","C",10930,2023,"U S ANTIMONY CORP",3330,28.095,25.521,-6.348,107.647,0.249,-0.225947677522691,26.804103,1.05027636064418,-0.225947677522691,1.05027636064418
"A","USD","STD","INDL","C",10938,2023,"US ENERGY CORP",1311,80.444,46.522,-32.356,25.334,1.0001,-0.402217691810452,25.3365334,0.544614019173724,-0.402217691810452,0.544614019173724
"A","USD","STD","INDL","C",10983,2023,"RTX CORP",3724,161869,59798,3195,1326.907,84.14,0.019738183345792,111645.95498,1.8670516569116,0.019738183345792,1.8670516569116
"A","USD","STD","INDL","C",10991,2023,"LIGHT & WONDER INC",3570,5552,765,163,90,82.11,0.0293587896253602,7389.9,9.66,0.0293587896253602,9.66
"A","USD","STD","INDL","C",10999,2023,"UNITIL CORP",4931,1670.4,489.3,45.2,16.117,52.57,0.0270593869731801,847.27069,1.73159756795422,0.0270593869731801,1.73159756795422
"A","USD","STD","INDL","C",11012,2023,"SENSIENT TECHNOLOGIES CORP",2860,2014.507,1053.324,93.394,42.069,66,0.046360722499351,2776.554,2.63599234423596,0.046360722499351,2.63599234423596
"A","USD","STD","INDL","C",11017,2023,"UNIVERSAL CORP/VA",5150,2937.239,1437.207,119.598,24.573,51.72,0.0407178305885221,1270.91556,0.884295414647994,0.0407178305885221,0.884295414647994
"A","USD","STD","INDL","C",11027,2023,"UNIVERSAL SAFETY PRDUCTS INC",3669,8.545,4.963,-0.396,2.313,1.585,-0.0463428905792861,3.666105,0.738687285915777,-0.0463428905792861,0.738687285915777
"A","USD","STD","INDL","C",11032,2023,"UNIVERSAL HEALTH SVCS INC",8062,13967.602,6149.001,717.795,67.182,152.44,0.0513899952189359,10241.22408,1.66551023166202,0.0513899952189359,1.66551023166202
"A","USD","STD","INDL","C",11051,2023,"UTAH MEDICAL PRODUCTS INC",3845,135.458,128.313,16.635,3.63,84.22,0.122805592877497,305.7186,2.38260036005705,0.122805592877497,2.38260036005705
"A","USD","STD","INDL","C",11060,2023,"VF CORP",2300,11612.963,1658.365,-968.882,388.836,15.34,-0.0834310761172665,5964.74424,3.5967620155997,-0.0834310761172665,3.5967620155997
"A","USD","STD","INDL","C",11065,2023,"VSE CORP",4581,1350.338,616.725,39.134,15.757,64.61,0.0289808921914365,1018.05977,1.65075158295837,0.0289808921914365,1.65075158295837
"A","USD","STD","INDL","C",11094,2023,"VALMONT INDUSTRIES INC",3440,3477.448,1354.28,143.475,20.209,233.51,0.0412587046592789,4719.00359,3.48451102430812,0.0412587046592789,3.48451102430812
"A","USD","STD","INDL","C",11099,2023,"VALUE LINE INC",2721,136.035,90.793,19.016,9.422,36.2,0.13978755467343,341.0764,3.75663762624872,0.13978755467343,3.75663762624872
"A","USD","STD","INDL","C",11124,2023,"VEECO INSTRUMENTS INC",3559,1229.041,672.442,-30.368,56.364,31.03,-0.0247086956415612,1748.97492,2.60093051891464,-0.0247086956415612,2.60093051891464
"A","USD","STD","INDL","C",11178,2023,"VILLAGE SUPER MARKET  -CL A",5411,967.706,410.166,49.716,14.855,23.28,0.0513751077290003,345.8244,0.843132780386478,0.0513751077290003,0.843132780386478
"A","USD","STD","INDL","C",11185,2023,"VIRCO MFG. CORP",2531,146.445,91.179,21.91,16.347,11.98,0.149612482501963,195.83706,2.14783075050176,0.149612482501963,2.14783075050176
"A","USD","STD","INDL","C",11191,2023,"VISHAY INTERTECHNOLOGY INC",3670,4239.923,2196.081,323.82,137.749,23.97,0.0763740284906117,3301.84353,1.50351627740507,0.0763740284906117,1.50351627740507
"A","USD","STD","INDL","C",11217,2023,"VOLVO AB",3711,67028.978,17679.446,4954.573,2033.452,25.968,0.0739168811435556,52804.681536,2.98678372252162,0.0739168811435556,2.98678372252162
"A","USD","STD","INDL","C",11228,2023,"VULCAN MATERIALS CO",1400,14545.7,7483.4,933.2,132.1,227.01,0.064156417360457,29988.021,4.00727222920063,0.064156417360457,4.00727222920063
"A","USD","STD","INDL","C",11234,2023,"WD-40 CO",2890,437.966,210.178,65.993,13.563,214.87,0.150680646442875,2914.28181,13.8657795297319,0.150680646442875,13.8657795297319
"A","USD","STD","INDL","C",11259,2023,"WALMART INC",5331,252399,83861,15511,2685,165.25,0.0614542846841707,443696.25,5.29085331679804,0.0614542846841707,5.29085331679804
"I","USD","STD","INDL","C",11264,2023,"WALGREENS BOOTS ALLIANCE INC",5912,96628,20020,-3080,863.674,25.31,-0.0318748188930745,21859.58894,1.09188755944056,-0.0318748188930745,1.09188755944056
"A","USD","STD","INDL","C",11300,2023,"GRAHAM HOLDINGS CO",8200,7187.73,3975.737,205.288,4.479,696.52,0.0285608947470203,3119.71308,0.784687991182515,0.0285608947470203,0.784687991182515
"A","USD","STD","INDL","C",11304,2023,"AVISTA CORP",4931,7702.477,2485.323,171.18,78.075,35.74,0.0222240196238171,2790.4005,1.1227516503891,0.0222240196238171,1.1227516503891
"A","USD","STD","INDL","C",11313,2023,"WATSCO INC",5070,3729.182,2229.839,536.337,39.441,428.47,0.143821620934564,16899.28527,7.57870199148907,0.143821620934564,7.57870199148907
"A","USD","STD","INDL","C",11343,2023,"WEIS MARKETS INC",5411,2039.632,1374.337,103.828,26.898,63.96,0.0509052613412616,1720.39608,1.25180074464997,0.0509052613412616,1.25180074464997
"A","USD","STD","INDL","C",11376,2023,"WEST PHARMACEUTICAL SVSC INC",3060,3829.5,2881,593.4,73.5,352.12,0.154954954954955,25880.82,8.98327664005554,0.154954954954955,8.98327664005554
"A","USD","STD","INDL","C",11399,2023,"WESTERN DIGITAL CORP",3572,24429,11723,-1706,322,37.93,-0.0698350321339392,12213.46,1.04183741363132,-0.0698350321339392,1.04183741363132
"A","USD","STD","INDL","C",11455,2023,"WEYCO GROUP INC",5130,309.342,244.493,30.188,9.497,31.36,0.0975877831009045,297.82592,1.21813679737252,0.0975877831009045,1.21813679737252
"A","USD","STD","INDL","C",11456,2023,"WEYERHAEUSER CO",2400,16983,10236,839,729.753,34.77,0.0494023435199906,25373.51181,2.47885031359906,0.0494023435199906,2.47885031359906
"A","USD","STD","INDL","C",11465,2023,"WHIRLPOOL CORP",3630,17312,2362,481,55,121.77,0.0277841959334566,6697.35,2.83545723962743,0.0277841959334566,2.83545723962743
"A","USD","STD","INDL","C",11499,2023,"WILEY (JOHN) & SONS  -CL A",2721,2725.495,739.716,-200.319,54.426,37.57,-0.0734982085822942,2044.78482,2.7642836169557,-0.0734982085822942,2.7642836169557
"A","USD","STD","INDL","C",11506,2023,"WILLIAMS COS INC",4922,52627,12402,3179,1217,34.83,0.060406255344215,42388.11,3.41784470246734,0.060406255344215,3.41784470246734
"A","USD","STD","INDL","C",11511,2023,"WILLIAMS-SONOMA INC",5961,5273.548,2127.861,949.762,64.151,193.39,0.180099242483429,12406.16189,5.83034412962125,0.180099242483429,5.83034412962125
"A","USD","STD","INDL","C",11537,2023,"WINNEBAGO INDUSTRIES",3790,2432.4,1368.1,215.9,29.8,64.85,0.0887600723565203,1932.53,1.41256487098896,0.0887600723565203,1.41256487098896
"A","USD","STD","INDL","C",11550,2023,"WEC ENERGY GROUP INC",4931,43939.7,11754.6,1332.9,315.435,84.17,0.0303347542199878,26550.16395,2.2587041626257,0.0303347542199878,2.2587041626257
"A","USD","STD","INDL","C",11554,2023,"ALLIANT ENERGY CORP",4931,21237,6777,703,255.718,51.3,0.0331026039459434,13118.3334,1.93571394422311,0.0331026039459434,1.93571394422311
"A","USD","STD","INDL","C",11566,2023,"WOLVERINE WORLD WIDE",3140,2062.8,278.6,-39.6,79.551,8.89,-0.0191972076788831,707.20839,2.5384364321608,-0.0191972076788831,2.5384364321608
"A","USD","STD","INDL","C",11580,2023,"WOODWARD INC",3720,4010.203,2070.989,232.368,59.835,124.26,0.0579441988348221,7435.0971,3.59011906871548,0.0579441988348221,3.59011906871548
"I","USD","STD","INDL","C",11584,2023,"FOOT LOCKER INC",5661,6868,2890,-330,94.224,28.16,-0.0480489225393128,2653.34784,0.918113439446367,-0.0480489225393128,0.918113439446367
"A","USD","STD","INDL","C",11600,2023,"WORTHINGTON ENTERPRISES INC",3390,1638.637,888.879,110.624,49.513,57.03,0.0675097657382324,2823.72639,3.17672752984377,0.0675097657382324,3.17672752984377
"A","USD","STD","INDL","C",11636,2023,"XEROX HOLDINGS CORP",3577,10008,2752,1,123.144,18.33,9.99200639488409e-05,2257.22952,0.820214215116279,9.99200639488409e-05,0.820214215116279
"A","USD","STD","INDL","C",11657,2023,"YORK WATER CO",4941,588.205,221.178,23.757,14.332,38.62,0.0403889800324717,553.50184,2.50251761025057,0.0403889800324717,2.50251761025057
