"N","ROA_mean","ROA_median","PB_mean","PB_median","ROA_w_mean","PB_w_mean"
4273,-0.201639574829855,-0.00285986996453905,14.6112392610812,2.03540848285682,-0.175678402381905,4.39542412202793
